topic,title,section,text,raw_document,cleaned_document
study,Preparing for Emergencies,,"Campus disruptions can range from natural disasters to manmade events, pandemics or campus violence. The impact of these events can be far-reaching and highlight the need for all students to have an emergency plan in place. We encourage F and M students to take the following actions to begin making their own emergency preparedness plan while they study in the United Sates: Be Prepared, Build a Kit . Visit the Federal Emergency Management Agency (FEMA) website . Explore Ready.gov’s Campus Ready resources. Follow FEMA’s popular accounts on social media . Sign up for campus emergency alerts and local information so you can remain informed about what to do while situations unfold and stay updated on the operational status of your school. To learn more about DHS’ work to strengthen campus resilience and international student efforts on U.S. campuses, visit the DHS website .","Preparing for Emergencies
Campus disruptions can range from natural disasters to manmade events, pandemics or campus violence. The impact of these events can be far-reaching and highlight the need for all students to have an emergency plan in place. We encourage F and M students to take the following actions to begin making their own emergency preparedness plan while they study in the United Sates: Be Prepared, Build a Kit . Visit the Federal Emergency Management Agency (FEMA) website . Explore Ready.gov’s Campus Ready resources. Follow FEMA’s popular accounts on social media . Sign up for campus emergency alerts and local information so you can remain informed about what to do while situations unfold and stay updated on the operational status of your school. To learn more about DHS’ work to strengthen campus resilience and international student efforts on U.S. campuses, visit the DHS website .",preparing emergencies campus disruptions range natural disasters manmade events pandemics campus violence impact events far-reaching highlight need students emergency plan place encourage f students take following actions begin making emergency preparedness plan study united sates prepared build kit visit federal emergency management agency fema website explore ready gov s campus ready resources follow fema s popular accounts social media sign campus emergency alerts local information remain informed situations unfold stay updated operational status school learn dhs work strengthen campus resilience international student efforts u s campuses visit dhs website
study,Transferring to Another School,,"If you are an F or M student studying in the United States, you may be eligible to transfer to a new school. To be eligible to transfer, you must consistently maintain F or M status and follow the correct transfer procedures. To maintain your status at your current school, you must continue attending all of your classes while you are waiting to transfer. For an F student, that is until your transfer release date. Your transfer release date is the day on which the designated school official (DSO) at your current school moves responsibility for your Student and Exchange Visitor Information System (SEVIS) record to your new school. For an M student, that is until you have submitted an application for approval to transfer. In most cases, M students may only transfer within the first six months of their program. If your DSO believes you may not have maintained your F or M status, your SEVIS record could be in Terminated status, which is the DSO’s way of reporting a concern to the Student and Exchange Visitor Program. You may still be able to transfer in Terminated status. Talk to your current DSO and a DSO at the new school if you want to transfer with a terminated record. If you have employment authorization and are in the process of transferring to a new school, talk to your current DSO about how your transfer will affect your employment authorization. You may continue authorized work at your current school until the transfer release date in SEVIS, but all work authorization ends after that date. After you transfer to your new school, talk to your DSO about employment options at that school.","Transferring to Another School
If you are an F or M student studying in the United States, you may be eligible to transfer to a new school. To be eligible to transfer, you must consistently maintain F or M status and follow the correct transfer procedures. To maintain your status at your current school, you must continue attending all of your classes while you are waiting to transfer. For an F student, that is until your transfer release date. Your transfer release date is the day on which the designated school official (DSO) at your current school moves responsibility for your Student and Exchange Visitor Information System (SEVIS) record to your new school. For an M student, that is until you have submitted an application for approval to transfer. In most cases, M students may only transfer within the first six months of their program. If your DSO believes you may not have maintained your F or M status, your SEVIS record could be in Terminated status, which is the DSO’s way of reporting a concern to the Student and Exchange Visitor Program. You may still be able to transfer in Terminated status. Talk to your current DSO and a DSO at the new school if you want to transfer with a terminated record. If you have employment authorization and are in the process of transferring to a new school, talk to your current DSO about how your transfer will affect your employment authorization. You may continue authorized work at your current school until the transfer release date in SEVIS, but all work authorization ends after that date. After you transfer to your new school, talk to your DSO about employment options at that school.",transferring another school f student studying united states may eligible transfer new school eligible transfer must consistently maintain f status follow correct transfer procedures maintain status current school must continue attending classes waiting transfer f student transfer release date transfer release date day designated school official dso current school moves responsibility student exchange visitor information system sevis record new school student submitted application approval transfer cases students may transfer within first six months program dso believes may maintained f status sevis record could terminated status dso s way reporting concern student exchange visitor program may still able transfer terminated status talk current dso dso new school want transfer terminated record employment authorization process transferring new school talk current dso transfer affect employment authorization may continue authorized work current school transfer release date sevis work authorization ends date transfer new school talk dso employment options school
study,Traveling as an International Student,,"As a student studying in the United States, you may be able to travel during your time of study. If you travel internationally, for annual vacation or during a school break, make sure you take the appropriate steps before you travel to ensure a smooth reentry into the United States.","Traveling as an International Student
As a student studying in the United States, you may be able to travel during your time of study. If you travel internationally, for annual vacation or during a school break, make sure you take the appropriate steps before you travel to ensure a smooth reentry into the United States.",traveling international student student studying united states may able travel time study travel internationally annual vacation school break make sure take appropriate steps travel ensure smooth reentry united states
study,Traveling as an International Student,Meet with Your Designated School Official (DSO),"Before you travel abroad, it is important to check in with your DSO. When you meet with your DSO, you should ensure that your record in the Student and Exchange Visitor Information System (SEVIS) is up-to-date and in Active status. Make sure that your DSO has signed your Form I-20, “Certificate of Eligibility for Nonimmigrant Student Status” within the last year, and that you are not leaving the country for more than 5 months. You should also make sure that you have your DSO’s most up-to-date contact information, including both a daytime telephone number at the school and a 24-hour emergency phone number, before you leave. If you have a pending practical training application, it is not recommended that you leave the United States. United States Citizenship and Immigration Services (USCIS) may send you a request for evidence while you are travelling, and you are expected to be able to send in the requested documents. USCIS will only send the requests to your U.S. address. If USCIS approves your practical training application, you will receive an Employment Authorization Document (EAD), which USCIS will only send to your U.S. address. You are expected to have your EAD in hand to re-enter the United States. Visit the Travel page on ICE.gov/SEVP for more information about traveling with pending applications.","Traveling as an International Student
Meet with Your Designated School Official (DSO)
Before you travel abroad, it is important to check in with your DSO. When you meet with your DSO, you should ensure that your record in the Student and Exchange Visitor Information System (SEVIS) is up-to-date and in Active status. Make sure that your DSO has signed your Form I-20, “Certificate of Eligibility for Nonimmigrant Student Status” within the last year, and that you are not leaving the country for more than 5 months. You should also make sure that you have your DSO’s most up-to-date contact information, including both a daytime telephone number at the school and a 24-hour emergency phone number, before you leave. If you have a pending practical training application, it is not recommended that you leave the United States. United States Citizenship and Immigration Services (USCIS) may send you a request for evidence while you are travelling, and you are expected to be able to send in the requested documents. USCIS will only send the requests to your U.S. address. If USCIS approves your practical training application, you will receive an Employment Authorization Document (EAD), which USCIS will only send to your U.S. address. You are expected to have your EAD in hand to re-enter the United States. Visit the Travel page on ICE.gov/SEVP for more information about traveling with pending applications.",traveling international student meet designated school official dso travel abroad important check dso meet dso ensure record student exchange visitor information system sevis up-to-date active status make sure dso signed form i-20 certificate eligibility nonimmigrant student status within last year leaving country 5 months also make sure dso s up-to-date contact information including daytime telephone number school 24-hour emergency phone number leave pending practical training application recommended leave united states united states citizenship immigration services uscis may send request evidence travelling expected able send requested documents uscis send requests u s address uscis approves practical training application receive employment authorization document ead uscis send u s address expected ead hand re-enter united states visit travel page ice gov sevp information traveling pending applications
study,Traveling as an International Student,What to Bring to U.S. Ports of Entry,"When you enter the United States, you will arrive at a port of entry and meet with U.S. Customs and Border Protection (CBP) officers for primary and sometimes a secondary inspection. The CBP officer may ask questions about your reason for travel and to inspect important documents like your: Student visa Form I-20 Passport Your passport must be valid for at least six months after the date of your reentry. If you are an M-1 student, it is recommended that you bring your most recent Form I-94, “Arrival/Departure Record,” with you as well. Be sure to hand-carry all of these items and do not put them in your checked baggage. You do not need to repay the I-901 SEVIS Fee to reenter the United States after travel.","Traveling as an International Student
What to Bring to U.S. Ports of Entry
When you enter the United States, you will arrive at a port of entry and meet with U.S. Customs and Border Protection (CBP) officers for primary and sometimes a secondary inspection. The CBP officer may ask questions about your reason for travel and to inspect important documents like your: Student visa Form I-20 Passport Your passport must be valid for at least six months after the date of your reentry. If you are an M-1 student, it is recommended that you bring your most recent Form I-94, “Arrival/Departure Record,” with you as well. Be sure to hand-carry all of these items and do not put them in your checked baggage. You do not need to repay the I-901 SEVIS Fee to reenter the United States after travel.",traveling international student bring u s ports entry enter united states arrive port entry meet u s customs border protection cbp officers primary sometimes secondary inspection cbp officer may ask questions reason travel inspect important documents like student visa form i-20 passport passport must valid least six months date reentry m-1 student recommended bring recent form i-94 arrival departure record well sure hand-carry items put checked baggage need repay i-901 sevis fee reenter united states travel
study,Traveling as an International Student,Form I-515A,"If you arrive at a U.S. port of entry and do not have all your signed required documents, have not paid the I-901 SEVIS Fee on your current Form I-20 or have a SEVIS status issue, a CBP officer may issue you a Form I-515A, “Notice to Student or Exchange Visitor.” The Form I-515A admits you to the United States for 30 days while you obtain and submit the proper documentation to SEVP. If you are issued a Form I-515A at a U.S. port of entry, visit the Form I-515A Overview page for instructions.","Traveling as an International Student
Form I-515A
If you arrive at a U.S. port of entry and do not have all your signed required documents, have not paid the I-901 SEVIS Fee on your current Form I-20 or have a SEVIS status issue, a CBP officer may issue you a Form I-515A, “Notice to Student or Exchange Visitor.” The Form I-515A admits you to the United States for 30 days while you obtain and submit the proper documentation to SEVP. If you are issued a Form I-515A at a U.S. port of entry, visit the Form I-515A Overview page for instructions.",traveling international student form i-515a arrive u s port entry signed required documents paid i-901 sevis fee current form i-20 sevis status issue cbp officer may issue form i-515a notice student exchange visitor form i-515a admits united states 30 days obtain submit proper documentation sevp issued form i-515a u s port entry visit form i-515a overview page instructions
training-opportunities-in-the-united-states,Training Opportunities in the United States,,"The United States allows eligible international students and new graduates the opportunity to gain on-the-job-learning that supplements knowledge gained in their academic studies. To participate in one of the below training opportunities, an international student does not need to change their nonimmigrant status. Instead, the student must work with their designated school official (DSO) to ensure eligibility as well as apply for and receive proper authorization. Remember, all international students who receive financial compensation of any kind must apply for a social security number .","Training Opportunities in the United States
The United States allows eligible international students and new graduates the opportunity to gain on-the-job-learning that supplements knowledge gained in their academic studies. To participate in one of the below training opportunities, an international student does not need to change their nonimmigrant status. Instead, the student must work with their designated school official (DSO) to ensure eligibility as well as apply for and receive proper authorization. Remember, all international students who receive financial compensation of any kind must apply for a social security number .",training opportunities united states united states allows eligible international students new graduates opportunity gain on-the-job-learning supplements knowledge gained academic studies participate one training opportunities international student need change nonimmigrant status instead student must work designated school official dso ensure eligibility well apply receive proper authorization remember international students receive financial compensation kind must apply social security number
training-opportunities-in-the-united-states,Training Opportunities in the United States,Optional Practical Training for F-1 Students,"Optional Practical Training (OPT) is a form of training, often paid, that directly relates to your program of study. You can apply for OPT during your program of study, which is known as pre-completion OPT, or after you finish your program of study, know as post-completion OPT. In order to apply for OPT, F-1 students must request approval from their DSO. A DSO makes this recommendation in SEVIS and by endorsing a student’s Form I-20, “Certificate of Eligibility for Nonimmigrant Student Status.” The student must then file the Form I-765, “Application for Employment Authorization” and supporting documents with U.S. Citizenship and Immigration Services (USCIS), and if approved, USCIS will issue a Form I-766, “Employment Authorization Document.” You cannot begin your training until you receive your authorization from USCIS. Pre-completion OPT is limited to 20 hours per week while school is in session, but can be full-time during breaks and annual vacation. You can apply for 12 months of OPT at each education level, (i.e., you may have 12 months of OPT at the bachelor’s level and another 12 months of OPT at the master’s level). If you are an F-1 student earning a degree science, technology, engineering or math (STEM), you may be eligible for the STEM OPT extension. For more information, visit the STEM OPT page on Study in the States.","Training Opportunities in the United States
Optional Practical Training for F-1 Students
Optional Practical Training (OPT) is a form of training, often paid, that directly relates to your program of study. You can apply for OPT during your program of study, which is known as pre-completion OPT, or after you finish your program of study, know as post-completion OPT. In order to apply for OPT, F-1 students must request approval from their DSO. A DSO makes this recommendation in SEVIS and by endorsing a student’s Form I-20, “Certificate of Eligibility for Nonimmigrant Student Status.” The student must then file the Form I-765, “Application for Employment Authorization” and supporting documents with U.S. Citizenship and Immigration Services (USCIS), and if approved, USCIS will issue a Form I-766, “Employment Authorization Document.” You cannot begin your training until you receive your authorization from USCIS. Pre-completion OPT is limited to 20 hours per week while school is in session, but can be full-time during breaks and annual vacation. You can apply for 12 months of OPT at each education level, (i.e., you may have 12 months of OPT at the bachelor’s level and another 12 months of OPT at the master’s level). If you are an F-1 student earning a degree science, technology, engineering or math (STEM), you may be eligible for the STEM OPT extension. For more information, visit the STEM OPT page on Study in the States.",training opportunities united states optional practical training f-1 students optional practical training opt form training often paid directly relates program study apply opt program study known pre-completion opt finish program study know post-completion opt order apply opt f-1 students must request approval dso dso makes recommendation sevis endorsing student s form i-20 certificate eligibility nonimmigrant student status student must file form i-765 application employment authorization supporting documents u s citizenship immigration services uscis approved uscis issue form i-766 employment authorization document cannot begin training receive authorization uscis pre-completion opt limited 20 hours per week school session full-time breaks annual vacation apply 12 months opt education level e may 12 months opt bachelor s level another 12 months opt master s level f-1 student earning degree science technology engineering math stem may eligible stem opt extension information visit stem opt page study states
training-opportunities-in-the-united-states,Training Opportunities in the United States,Curricular Practical Training for F-1 Students,"Curricular practical training (CPT) is an alternative work/study, internship, cooperative education or other type of required practicum that a sponsoring employer offers through cooperative agreements with your college or university. CPT is only available for F-1 students when it is part of an established curriculum within a school. CPT must be integral to your program of study; however, unlike pre-completion OPT, CPT can be full time and is not restricted by a weekly 20-hour work limit. In order to qualify for CPT, you must be an F-1 student and have completed one full academic year of study at an SEVP-certified school, unless you are a graduate student whose program requires immediate CPT. Students who complete one year or more of full-time CPT are ineligible to participate in post-completion OPT. To get permission for CPT, your DSO needs to authorize it in SEVIS and provide you with an updated Form I-20 indicating your authorization for the training opportunity. If you are interested in participating in CPT, you must first talk to your DSO to ensure you understand your school’s specific policy. Your DSO is the best person to work with to ensure that you follow both federal regulations and school policy.","Training Opportunities in the United States
Curricular Practical Training for F-1 Students
Curricular practical training (CPT) is an alternative work/study, internship, cooperative education or other type of required practicum that a sponsoring employer offers through cooperative agreements with your college or university. CPT is only available for F-1 students when it is part of an established curriculum within a school. CPT must be integral to your program of study; however, unlike pre-completion OPT, CPT can be full time and is not restricted by a weekly 20-hour work limit. In order to qualify for CPT, you must be an F-1 student and have completed one full academic year of study at an SEVP-certified school, unless you are a graduate student whose program requires immediate CPT. Students who complete one year or more of full-time CPT are ineligible to participate in post-completion OPT. To get permission for CPT, your DSO needs to authorize it in SEVIS and provide you with an updated Form I-20 indicating your authorization for the training opportunity. If you are interested in participating in CPT, you must first talk to your DSO to ensure you understand your school’s specific policy. Your DSO is the best person to work with to ensure that you follow both federal regulations and school policy.",training opportunities united states curricular practical training f-1 students curricular practical training cpt alternative work study internship cooperative education type required practicum sponsoring employer offers cooperative agreements college university cpt available f-1 students part established curriculum within school cpt must integral program study however unlike pre-completion opt cpt full time restricted weekly 20-hour work limit order qualify cpt must f-1 student completed one full academic year study sevp-certified school unless graduate student whose program requires immediate cpt students complete one year full-time cpt ineligible participate post-completion opt get permission cpt dso needs authorize sevis provide updated form i-20 indicating authorization training opportunity interested participating cpt must first talk dso ensure understand school s specific policy dso best person work ensure follow federal regulations school policy
training-opportunities-in-the-united-states,Training Opportunities in the United States,Practical Training for M-1 Students,"M-1 students are only eligible to participate in one type of paid training with an employer, referred to as practical training (PT). Like the F-1 training opportunities, your PT must directly relate to your program of study. PT allows you to gain training experience in your vocational field. M-1 students may only participate in PT after their program completion. M-1 students earn one month of PT eligibility for every four months of program enrollment and must obtain authorization from the USCIS before participating in PT. If you are an M-1 student and want to learn more about your training eligibility, speak with your DSO. You may need to apply to USCIS for an extension of status at the same time you apply for authorization, since M-1 students are admitted to the United States only until a certain date.","Training Opportunities in the United States
Practical Training for M-1 Students
M-1 students are only eligible to participate in one type of paid training with an employer, referred to as practical training (PT). Like the F-1 training opportunities, your PT must directly relate to your program of study. PT allows you to gain training experience in your vocational field. M-1 students may only participate in PT after their program completion. M-1 students earn one month of PT eligibility for every four months of program enrollment and must obtain authorization from the USCIS before participating in PT. If you are an M-1 student and want to learn more about your training eligibility, speak with your DSO. You may need to apply to USCIS for an extension of status at the same time you apply for authorization, since M-1 students are admitted to the United States only until a certain date.",training opportunities united states practical training m-1 students m-1 students eligible participate one type paid training employer referred practical training pt like f-1 training opportunities pt must directly relate program study pt allows gain training experience vocational field m-1 students may participate pt program completion m-1 students earn one month pt eligibility every four months program enrollment must obtain authorization uscis participating pt m-1 student want learn training eligibility speak dso may need apply uscis extension status time apply authorization since m-1 students admitted united states certain date
training-opportunities-in-the-united-states,Training Opportunities in the United States,F-1 Students and Entrepreneurship,"The U.S. government considers starting your own business in the United States, also known as entrepreneurship , as work. Therefore, if you are an F-1 student who plans to start your own business in the United States, you must qualify and apply for OPT. The OPT, and thus the business, must relate to your program of study and can occur either before (pre-completion OPT) or after the completion of a program of study (post-completion OPT). Please note, F-1 students in English language training programs are not eligible for OPT. Please note, you cannot be your own employer for the purpose of the STEM OPT extension. If you want to start your own business while you study in the United States, speak to your DSO and visit USCIS’ Entrepreneur Visa Guide .","Training Opportunities in the United States
F-1 Students and Entrepreneurship
The U.S. government considers starting your own business in the United States, also known as entrepreneurship , as work. Therefore, if you are an F-1 student who plans to start your own business in the United States, you must qualify and apply for OPT. The OPT, and thus the business, must relate to your program of study and can occur either before (pre-completion OPT) or after the completion of a program of study (post-completion OPT). Please note, F-1 students in English language training programs are not eligible for OPT. Please note, you cannot be your own employer for the purpose of the STEM OPT extension. If you want to start your own business while you study in the United States, speak to your DSO and visit USCIS’ Entrepreneur Visa Guide .",training opportunities united states f-1 students entrepreneurship u s government considers starting business united states also known entrepreneurship work therefore f-1 student plans start business united states must qualify apply opt opt thus business must relate program study occur either pre-completion opt completion program study post-completion opt please note f-1 students english language training programs eligible opt please note cannot employer purpose stem opt extension want start business study united states speak dso visit uscis entrepreneur visa guide
travel,What is Secondary Inspection?,,"If the U.S. Customs and Border Protection (CBP) officer at the port of entry cannot verify your information, or if you do not have all of the required documentation, a CBP officer may direct you to an interview area known as “secondary inspection.” Secondary inspection allows inspectors to conduct additional research in order to verify information without causing delays for other arriving passengers. The inspector will first attempt to verify your status by using SEVIS. In the event that the CBP officer needs to verify information with your school or program, we strongly recommend that you have the name and telephone number of the designated school official (DSO) at your school. If you will arrive during non-business hours (evening, weekends, holidays), you should also have an emergency or non-business hour phone number available for this official. Under certain circumstances, the CBP officer may issue a Form I-515A ""Notice to Student or Exchange Visitor,"" which authorizes temporary admission into the United States for 30 days while you obtain and submit the necessary documentation to SEVP. Work with your school without delay to submit the proper documentation required by the Form I-515A.","What is Secondary Inspection?
If the U.S. Customs and Border Protection (CBP) officer at the port of entry cannot verify your information, or if you do not have all of the required documentation, a CBP officer may direct you to an interview area known as “secondary inspection.” Secondary inspection allows inspectors to conduct additional research in order to verify information without causing delays for other arriving passengers. The inspector will first attempt to verify your status by using SEVIS. In the event that the CBP officer needs to verify information with your school or program, we strongly recommend that you have the name and telephone number of the designated school official (DSO) at your school. If you will arrive during non-business hours (evening, weekends, holidays), you should also have an emergency or non-business hour phone number available for this official. Under certain circumstances, the CBP officer may issue a Form I-515A ""Notice to Student or Exchange Visitor,"" which authorizes temporary admission into the United States for 30 days while you obtain and submit the necessary documentation to SEVP. Work with your school without delay to submit the proper documentation required by the Form I-515A.",secondary inspection u s customs border protection cbp officer port entry cannot verify information required documentation cbp officer may direct interview area known secondary inspection secondary inspection allows inspectors conduct additional research order verify information without causing delays arriving passengers inspector first attempt verify status using sevis event cbp officer needs verify information school program strongly recommend name telephone number designated school official dso school arrive non-business hours evening weekends holidays also emergency non-business hour phone number available official certain circumstances cbp officer may issue form i-515a notice student exchange visitor authorizes temporary admission united states 30 days obtain submit necessary documentation sevp work school without delay submit proper documentation required form i-515a
work,Understanding E-Verify,,An F-1 student interested in participating in the STEM OPT extension must select a prospective employer that is enrolled in the USCIS E-Verify program . This means that employers who wish to sponsor STEM OPT trainees must be E-Verify participants. Employers can learn how to enroll in the program on the USCIS website . The website also has free webinars and other resources for employers.,"Understanding E-Verify
An F-1 student interested in participating in the STEM OPT extension must select a prospective employer that is enrolled in the USCIS E-Verify program . This means that employers who wish to sponsor STEM OPT trainees must be E-Verify participants. Employers can learn how to enroll in the program on the USCIS website . The website also has free webinars and other resources for employers.",understanding e-verify f-1 student interested participating stem opt extension must select prospective employer enrolled uscis e-verify program means employers wish sponsor stem opt trainees must e-verify participants employers learn enroll program uscis website website also free webinars resources employers
work,What is E-Verify?,,"E-Verify is an Internet-based system that allows businesses to determine the eligibility of their employees to work in the United States. E-Verify is fast, free and easy to use — and provides a way for employers to ensure a legal workforce. E-Verify confirms employment eligibility by comparing the information an employee enters in the Form I-9, “Employment Eligibility Verification ,” to DHS and Social Security Administration records.","What is E-Verify?
E-Verify is an Internet-based system that allows businesses to determine the eligibility of their employees to work in the United States. E-Verify is fast, free and easy to use — and provides a way for employers to ensure a legal workforce. E-Verify confirms employment eligibility by comparing the information an employee enters in the Form I-9, “Employment Eligibility Verification ,” to DHS and Social Security Administration records.",e-verify e-verify internet-based system allows businesses determine eligibility employees work united states e-verify fast free easy use provides way employers ensure legal workforce e-verify confirms employment eligibility comparing information employee enters form i-9 employment eligibility verification dhs social security administration records
work,What if E-Verify Cannot Confirm a Student’s Employment Eligibility?,,"After the employer creates a case in E-Verify and enters information from the student’s Form I-9, E-Verify displays a case result within seconds. Sometimes, E-Verify may display a case result that requires additional action. When this happens, it is called an E-Verify tentative noncomfirmation (TNC). A TNC means the information entered by the employer from the student’s Form I-9 does not match government records. Nonimmigrant students have many rights during the TNC process, including the right to contest the TNC and the right not to incur adverse actions because of the TNC. For more information, visit the USCIS Employee Rights Toolkit . Please visit the USCIS website for tips on how to avoid receiving a TNC . These tips include ensuring the name on a student’s Form I-9 matches the name on the student’s other official government documents.","What if E-Verify Cannot Confirm a Student’s Employment Eligibility?
After the employer creates a case in E-Verify and enters information from the student’s Form I-9, E-Verify displays a case result within seconds. Sometimes, E-Verify may display a case result that requires additional action. When this happens, it is called an E-Verify tentative noncomfirmation (TNC). A TNC means the information entered by the employer from the student’s Form I-9 does not match government records. Nonimmigrant students have many rights during the TNC process, including the right to contest the TNC and the right not to incur adverse actions because of the TNC. For more information, visit the USCIS Employee Rights Toolkit . Please visit the USCIS website for tips on how to avoid receiving a TNC . These tips include ensuring the name on a student’s Form I-9 matches the name on the student’s other official government documents.",e-verify cannot confirm student s employment eligibility employer creates case e-verify enters information student s form i-9 e-verify displays case result within seconds sometimes e-verify may display case result requires additional action happens called e-verify tentative noncomfirmation tnc tnc means information entered employer student s form i-9 match government records nonimmigrant students many rights tnc process including right contest tnc right incur adverse actions tnc information visit uscis employee rights toolkit please visit uscis website tips avoid receiving tnc tips include ensuring name student s form i-9 matches name student s official government documents
work,How Else Can a Student Get Involved in Their E-Verify Process?,,"myE-Verify is a free resource that nonimmigrant students can use at any time. myE-Verify’s Self Check feature enables students to confirm that government records are accurate. myE-Verify’s Self Lock feature enables students to lock their Social Security number in the E-Verify system to help protect against employment-related identity fraud. If a student uses these services and finds an error in their record, E-Verify provides guidance on the steps the student should take to correct the record. For more information about the E-Verify employment eligibility verification program, download the USCIS fact sheets and web pages listed in the additional resources section below. If you are an international student and have case-specific questions about your status in E-Verify, please call the E-Verify Employee Hotline at 1-888-897-7781.","How Else Can a Student Get Involved in Their E-Verify Process?
myE-Verify is a free resource that nonimmigrant students can use at any time. myE-Verify’s Self Check feature enables students to confirm that government records are accurate. myE-Verify’s Self Lock feature enables students to lock their Social Security number in the E-Verify system to help protect against employment-related identity fraud. If a student uses these services and finds an error in their record, E-Verify provides guidance on the steps the student should take to correct the record. For more information about the E-Verify employment eligibility verification program, download the USCIS fact sheets and web pages listed in the additional resources section below. If you are an international student and have case-specific questions about your status in E-Verify, please call the E-Verify Employee Hotline at 1-888-897-7781.",else student get involved e-verify process mye-verify free resource nonimmigrant students use time mye-verify s self check feature enables students confirm government records accurate mye-verify s self lock feature enables students lock social security number e-verify system help protect employment-related identity fraud student uses services finds error record e-verify provides guidance steps student take correct record information e-verify employment eligibility verification program download uscis fact sheets web pages listed additional resources section international student case-specific questions status e-verify please call e-verify employee hotline 1-888-897-7781
work,Applying for Practical Training,,"The United States allows eligible international students and new graduates the opportunity to gain on-the-job-training that supplements knowledge gained in their studies. To participate in one of the below training opportunities, you do not need to change your nonimmigrant student status. Instead, you must work with your designated school official (DSO) and often with U.S. Citizenship and Immigration Services (USCIS) to ensure eligibility, as well as apply for and receive proper authorization for the training opportunities offered.","Applying for Practical Training
The United States allows eligible international students and new graduates the opportunity to gain on-the-job-training that supplements knowledge gained in their studies. To participate in one of the below training opportunities, you do not need to change your nonimmigrant student status. Instead, you must work with your designated school official (DSO) and often with U.S. Citizenship and Immigration Services (USCIS) to ensure eligibility, as well as apply for and receive proper authorization for the training opportunities offered.",applying practical training united states allows eligible international students new graduates opportunity gain on-the-job-training supplements knowledge gained studies participate one training opportunities need change nonimmigrant student status instead must work designated school official dso often u s citizenship immigration services uscis ensure eligibility well apply receive proper authorization training opportunities offered
